carat,depth,table,x,y,z,price,cut,color,clarity
0.32,63.1,56,4.34,4.37,2.75,524,Good,E,SI1
0.32,63.4,56,4.31,4.34,2.74,524,Good,E,SI1
0.32,62.1,56,4.36,4.4,2.72,524,Ideal,G,VS2
0.51,63.5,56,5.08,5.06,3.22,1662,Very Good,E,VS2
0.59,61.4,56,5.36,5.39,3.3,1664,Ideal,E,SI1
0.56,62,56,5.27,5.31,3.28,1664,Ideal,F,VS2
0.52,61.4,56,5.16,5.19,3.18,1664,Ideal,D,VS2
0.52,62.2,56,5.16,5.17,3.21,1665,Very Good,E,VS2
0.4,61.1,56,4.77,4.82,2.93,1665,Ideal,D,VVS1
0.57,61,56,5.37,5.41,3.29,1665,Ideal,I,VS1
0.5,64.1,56,5.02,5.06,3.23,1666,Good,G,VVS2
0.58,62.1,56,5.33,5.37,3.32,1666,Ideal,F,VS2
0.72,62.7,56,5.66,5.72,3.57,1666,Very Good,J,SI1
0.5,61.3,56,5.12,5.16,3.15,1666,Ideal,H,SI1
0.55,61.4,56,5.26,5.32,3.25,1667,Ideal,E,VS2
0.51,60.9,56,5.17,5.22,3.16,1668,Very Good,H,VVS1
0.51,61.1,56,5.17,5.2,3.17,1668,Very Good,G,VS1
0.55,61.9,56,5.22,5.25,3.24,1668,Ideal,H,VVS2
0.51,63.5,56,5.07,5.1,3.23,1668,Good,D,VS2
0.51,63.5,56,5.04,5.1,3.22,1668,Good,D,VS2
0.52,62.5,56,5.11,5.16,3.21,1668,Ideal,E,VS1
0.51,62,56,5.14,5.17,3.2,1668,Ideal,H,VS1
0.51,61.9,56,5.11,5.14,3.17,1668,Ideal,G,VS1
0.51,61.7,56,5.1,5.2,3.18,1668,Ideal,G,VS1
0.55,62.3,56,5.29,5.24,3.28,1668,Premium,G,VS2
0.55,60.6,56,5.33,5.3,3.22,1668,Ideal,E,SI1
0.55,61.7,56,5.29,5.24,3.25,1668,Ideal,E,SI1
0.55,62.3,56,5.26,5.23,3.27,1668,Ideal,E,SI1
0.54,61.8,56,5.22,5.23,3.23,1669,Ideal,F,SI1
0.54,60.8,56,5.28,5.37,3.24,1669,Ideal,I,IF
0.58,61.9,56,5.34,5.38,3.32,1670,Ideal,E,VS2
0.52,63.3,56,5.12,5.08,3.23,1670,Very Good,E,VS2
0.59,61.7,56,5.39,5.43,3.34,1671,Ideal,D,SI1
0.56,61.6,56,5.28,5.31,3.26,1672,Ideal,F,VS2
0.54,61.1,56,5.23,5.27,3.21,1672,Ideal,D,VS2
0.53,61.8,56,5.2,5.22,3.22,1674,Ideal,H,VVS2
0.51,61.5,56,5.21,5.17,3.19,1674,Ideal,D,VS2
0.5,62.7,56,5.09,5.12,3.2,1675,Very Good,E,VS1
0.7,63.5,56,5.59,5.63,3.56,1675,Good,I,SI2
0.52,61.4,56,5.18,5.21,3.19,1675,Ideal,G,SI1
0.53,61.5,56,5.18,5.23,3.2,1676,Ideal,E,VS2
0.53,61.8,56,5.17,5.21,3.21,1676,Ideal,E,VS2
0.5,62,56,5.1,5.06,3.15,1676,Ideal,E,VS2
0.52,60.3,56,5.24,5.27,3.17,1677,Ideal,D,VS2
0.53,61.7,56,5.21,5.23,3.22,1678,Ideal,H,VS1
0.53,61.8,56,5.22,5.26,3.24,1678,Ideal,H,VS1
0.52,62,56,5.17,5.19,3.21,1679,Ideal,D,VS2
0.58,62.1,56,5.32,5.34,3.31,1680,Ideal,I,VVS1
0.54,60.5,56,5.27,5.29,3.2,1680,Ideal,F,VS2
0.51,60.4,56,5.18,5.21,3.14,1680,Ideal,F,VS1
0.61,61.4,56,5.46,5.42,3.34,1681,Ideal,F,SI1
0.53,62.3,56,5.18,5.15,3.22,1683,Ideal,D,SI1
0.57,61.6,56,5.37,5.34,3.3,1684,Ideal,F,VS2
0.59,62.1,56,5.36,5.4,3.34,1684,Ideal,D,SI1
0.56,60.2,56,5.35,5.37,3.23,1686,Very Good,G,VS1
0.55,61.2,56,5.26,5.3,3.23,1686,Ideal,H,VS1
0.56,62.4,56,5.27,5.23,3.28,1687,Ideal,H,VS2
0.51,61.4,56,5.16,5.13,3.16,1687,Ideal,F,VS2
0.51,60.6,56,5.19,5.17,3.14,1687,Ideal,F,VS2
0.51,61.6,56,5.12,5.1,3.15,1687,Ideal,D,SI1
0.51,62.8,56,5.09,5.07,3.19,1687,Ideal,D,SI1
0.56,59.8,56,5.35,5.38,3.21,1688,Very Good,H,VS1
0.53,64.2,56,5.11,5.14,3.29,1688,Good,F,VS1
0.52,62.5,56,5.15,5.18,3.23,1689,Very Good,E,VS2
0.52,62.2,56,5.11,5.15,3.19,1689,Ideal,E,VS2
0.52,62.7,56,5.14,5.16,3.23,1689,Ideal,G,VS1
0.52,61.7,56,5.17,5.21,3.2,1689,Very Good,G,VS1
0.52,61.2,56,5.16,5.23,3.18,1689,Ideal,E,VS2
0.52,62.4,56,5.11,5.15,3.2,1689,Ideal,G,VS1
0.52,61.9,56,5.12,5.16,3.18,1689,Ideal,E,VS2
0.58,61.5,56,5.35,5.38,3.3,1690,Ideal,G,SI1
0.71,65.6,56,5.54,5.49,3.63,1691,Fair,G,SI2
0.5,62.7,56,5.07,5.1,3.19,1691,Ideal,F,VS2
0.51,61.9,56,5.12,5.16,3.18,1691,Ideal,G,VS1
0.56,61.6,56,5.29,5.33,3.27,1691,Ideal,E,SI1
0.55,61.1,56,5.27,5.31,3.23,1692,Ideal,F,VS2
0.55,61.7,56,5.26,5.3,3.26,1692,Ideal,F,VS2
0.55,61.7,56,5.25,5.29,3.25,1692,Very Good,F,VS2
0.55,60.6,56,5.27,5.32,3.21,1692,Ideal,D,SI1
0.61,60.9,56,5.45,5.51,3.34,1692,Ideal,J,VVS1
0.4,61.2,56,4.76,4.78,2.92,1693,Ideal,D,VVS2
0.25,61.7,56,4.07,4.09,2.51,525,Very Good,G,VVS1
0.25,61.8,56,4.03,4.06,2.5,525,Very Good,G,VVS1
0.25,61.4,56,4.04,4.07,2.49,525,Very Good,G,VVS1
0.25,61.5,56,4.06,4.08,2.5,525,Ideal,G,VVS2
0.25,62.1,56,4.02,4.05,2.5,525,Ideal,G,VVS2
0.25,60.2,56,4.1,4.11,2.47,525,Ideal,H,VVS1
0.29,61.6,56,4.26,4.29,2.63,525,Ideal,G,VS2
0.59,61.2,56,5.38,5.43,3.31,1694,Ideal,D,SI1
0.59,63.7,56,5.32,5.35,3.4,1694,Good,D,SI1
0.52,61.3,56,5.2,5.17,3.18,1694,Ideal,G,VS1
0.52,61.5,56,5.2,5.18,3.19,1694,Ideal,E,VS2
0.52,62.1,56,5.2,5.17,3.22,1694,Ideal,E,VS2
0.5,61.2,56,5.13,5.17,3.15,1695,Ideal,F,VS1
0.54,61.1,56,5.23,5.28,3.21,1696,Ideal,H,VVS2
0.54,61.8,56,5.25,5.27,3.25,1696,Ideal,H,VVS2
0.54,63.6,56,5.17,5.24,3.31,1698,Very Good,G,VS1
0.56,62,56,5.29,5.26,3.27,1698,Ideal,I,VVS1
0.56,62.4,56,5.28,5.24,3.28,1698,Premium,I,VVS1
0.56,62.1,56,5.31,5.29,3.29,1698,Ideal,G,VS2
0.56,62.8,56,5.28,5.23,3.3,1698,Ideal,H,VS1
0.56,61.2,56,5.33,5.29,3.25,1698,Ideal,G,VS2
0.56,61.7,56,5.34,5.3,3.28,1698,Ideal,G,VS2
0.56,62,56,5.3,5.28,3.28,1698,Ideal,G,VS2
0.56,62.3,56,5.3,5.26,3.29,1698,Ideal,E,SI1
0.56,61.7,56,5.33,5.3,3.28,1698,Ideal,E,SI1
0.56,60.9,56,5.35,5.32,3.25,1698,Ideal,E,SI1
0.55,61.6,56,5.28,5.24,3.24,1698,Premium,D,SI1
0.63,62.6,56,5.53,5.49,3.45,1698,Ideal,F,SI1
0.52,61,56,5.15,5.23,3.17,1699,Ideal,H,VS1
0.52,63.4,56,5.09,5.16,3.25,1701,Good,D,VS2
0.52,60.9,56,5.17,5.21,3.16,1707,Ideal,D,VS1
0.52,61.7,56,5.13,5.18,3.18,1708,Ideal,E,VS2
0.51,60.9,56,5.16,5.19,3.15,1708,Ideal,G,VS1
0.5,64,56,5.04,5.02,3.22,1708,Good,D,VS2
0.66,61.1,56,5.68,5.62,3.45,1708,Premium,E,SI1
0.55,61.7,56,5.25,5.31,3.26,1709,Ideal,F,VS2
0.55,60.9,56,5.3,5.34,3.24,1709,Ideal,F,VS2
0.54,61.8,56,5.21,5.25,3.23,1709,Ideal,H,VS1
0.51,62.3,56,5.12,5.08,3.18,1711,Ideal,F,VS2
0.53,60.2,56,5.29,5.32,3.19,1712,Ideal,H,IF
0.55,61.7,56,5.29,5.24,3.25,1712,Ideal,I,VVS1
0.5,63.8,56,5.03,5.06,3.22,1715,Good,G,VVS2
0.6,62,56,5.39,5.43,3.35,1715,Ideal,I,VVS1
0.55,61.4,56,5.28,5.31,3.25,1715,Ideal,F,VS2
0.7,63,56,5.71,5.63,3.57,1715,Premium,I,SI2
0.51,62.9,56,5.1,5.07,3.2,1716,Ideal,D,VS2
0.5,61.9,56,5.09,5.12,3.16,1716,Ideal,E,VS1
0.59,62.6,56,5.39,5.34,3.36,1717,Premium,G,VS2
0.59,61.8,56,5.37,5.39,3.32,1718,Ideal,G,SI1
0.55,61.7,56,5.3,5.26,3.25,1718,Ideal,F,SI1
0.58,61.1,56,5.4,5.43,3.31,1719,Ideal,G,VS2
0.52,60,56,5.24,5.19,3.13,1720,Ideal,D,SI1
0.52,62.4,56,5.17,5.12,3.21,1720,Ideal,D,SI1
0.52,62.7,56,5.17,5.14,3.23,1720,Ideal,D,SI1
0.54,61.5,56,5.26,5.22,3.23,1720,Ideal,E,SI1
0.7,65,56,5.6,5.5,3.61,1720,Fair,I,SI1
0.53,61.9,56,5.19,5.21,3.22,1721,Ideal,E,VS2
0.53,61.4,56,5.18,5.25,3.2,1721,Ideal,E,VS2
0.53,61.9,56,5.19,5.21,3.22,1721,Ideal,G,VS1
0.53,62.1,56,5.17,5.2,3.22,1721,Ideal,E,VS2
0.53,61.4,56,5.21,5.24,3.21,1721,Ideal,E,VS2
0.53,62.4,56,5.16,5.2,3.23,1721,Ideal,E,VS2
0.53,61.9,56,5.17,5.2,3.21,1721,Ideal,G,VS1
0.51,63.2,56,5.04,5.08,3.2,1722,Very Good,D,VS2
0.52,61.4,56,5.18,5.21,3.19,1722,Ideal,G,VS1
0.52,61.6,56,5.18,5.22,3.2,1722,Ideal,G,VS1
0.5,62.4,56,5.06,5.1,3.17,1723,Very Good,G,VVS2
0.56,62.5,56,5.24,5.26,3.28,1723,Ideal,D,SI1
0.56,61.2,56,5.31,5.34,3.26,1723,Ideal,D,SI1
0.56,62.3,56,5.26,5.33,3.3,1723,Ideal,D,SI1
0.35,63.3,56,4.53,4.5,2.86,526,Very Good,J,SI1
0.3,63.2,56,4.25,4.29,2.7,526,Good,H,VS1
0.3,62.9,56,4.22,4.27,2.67,526,Very Good,H,VS1
0.3,63.3,56,4.26,4.3,2.71,526,Good,H,VS1
0.3,63.4,56,4.23,4.25,2.69,526,Good,E,SI1
0.54,61.8,56,5.21,5.26,3.24,1724,Ideal,G,VS1
0.54,61.2,56,5.24,5.28,3.22,1725,Ideal,D,VS2
0.57,60.2,56,5.41,5.44,3.27,1726,Very Good,H,VVS2
0.57,62.2,56,5.32,5.35,3.31,1726,Very Good,H,VVS2
0.52,61.3,56,5.18,5.22,3.19,1726,Ideal,E,VS1
0.53,63.4,56,5.15,5.1,3.25,1727,Very Good,G,VS1
0.57,61.6,56,5.34,5.38,3.3,1728,Ideal,E,VS2
0.57,60.8,56,5.35,5.4,3.27,1728,Ideal,E,VS2
0.57,61.7,56,5.35,5.31,3.29,1728,Ideal,I,VVS1
0.57,61.8,56,5.35,5.3,3.29,1728,Ideal,G,VS2
0.57,62.1,56,5.33,5.3,3.3,1728,Ideal,E,SI1
0.57,61.9,56,5.35,5.32,3.3,1728,Ideal,E,SI1
0.56,62.5,56,5.28,5.24,3.29,1729,Ideal,D,SI1
0.5,61,56,5.14,5.15,3.14,1731,Ideal,F,VS1
0.51,61.4,56,5.14,5.16,3.16,1732,Ideal,E,SI1
0.51,61.7,56,5.13,5.17,3.18,1732,Ideal,E,SI1
0.51,61.4,56,5.18,5.15,3.17,1733,Premium,E,VS2
0.51,62.8,56,5.14,5.11,3.22,1733,Ideal,E,VS2
0.46,62.1,56,4.96,4.93,3.07,1733,Ideal,G,IF
0.7,63,56,5.61,5.66,3.55,1735,Very Good,J,SI1
0.63,60.9,56,5.58,5.56,3.39,1736,Premium,F,SI1
0.52,61.3,56,5.18,5.21,3.18,1737,Ideal,G,VS2
0.6,61.5,56,5.39,5.51,3.35,1738,Ideal,E,SI1
0.53,62,56,5.16,5.2,3.21,1739,Ideal,E,VS2
0.96,69.2,56,5.97,5.83,4.08,1739,Fair,H,I1
0.71,63.4,56,5.71,5.6,3.59,1740,Very Good,G,SI2
0.57,63.2,56,5.27,5.31,3.34,1741,Very Good,F,VS1
0.52,61.7,56,5.13,5.18,3.18,1742,Ideal,E,VS1
0.52,61.3,56,5.21,5.17,3.18,1743,Ideal,E,VS2
0.51,61.9,56,5.11,5.17,3.18,1744,Ideal,F,VS1
0.51,62.1,56,5.13,5.15,3.19,1744,Ideal,F,VS1
0.41,61.1,56,4.8,4.82,2.94,1745,Ideal,E,VVS1
0.56,61.9,56,5.24,5.29,3.26,1745,Ideal,D,SI1
0.55,62.5,56,5.27,5.23,3.28,1746,Premium,F,VS2
0.5,61.5,56,5.11,5.07,3.13,1746,Premium,E,VS2
0.5,61.6,56,5.1,5.13,3.15,1747,Ideal,I,VVS1
0.52,61,56,5.17,5.21,3.17,1748,Ideal,H,VVS1
0.5,62,56,5.09,5.11,3.16,1750,Very Good,D,VS1
0.51,61.6,56,5.12,5.14,3.16,1750,Ideal,G,VVS2
0.51,63.5,56,5.07,5.11,3.23,1750,Good,G,VVS2
0.57,62.2,56,5.33,5.31,3.31,1751,Ideal,F,SI1
0.5,62.8,56,5.04,5.08,3.18,1752,Very Good,D,VS2
0.5,62.6,56,5.05,5.08,3.17,1752,Ideal,D,VS2
0.53,61.1,56,5.26,5.22,3.2,1753,Ideal,F,VS2
0.53,61.7,56,5.23,5.15,3.2,1753,Ideal,D,SI1
0.53,62.2,56,5.23,5.19,3.24,1753,Ideal,D,SI1
0.54,61.6,56,5.23,5.26,3.23,1754,Very Good,G,VS1
0.57,61.1,56,5.33,5.38,3.27,1754,Very Good,D,SI1
0.54,62,56,5.21,5.24,3.24,1754,Ideal,G,VS1
0.57,62.4,56,5.29,5.32,3.31,1754,Ideal,D,SI1
0.54,61,56,5.25,5.28,3.21,1754,Ideal,E,VS2
0.54,60.5,56,5.26,5.28,3.19,1754,Ideal,E,VS2
0.56,61.7,56,5.25,5.31,3.26,1755,Very Good,E,VS2
0.59,61.4,56,5.33,5.42,3.3,1755,Ideal,E,VS2
0.3,61.7,56,4.27,4.29,2.64,526,Very Good,E,SI1
0.3,63,56,4.27,4.3,2.7,526,Very Good,G,VS2
0.3,61.3,56,4.31,4.33,2.65,526,Ideal,H,VS1
0.3,63.1,56,4.25,4.28,2.69,526,Good,G,VS2
0.3,61.7,56,4.31,4.35,2.67,526,Ideal,G,VS2
0.3,62.3,56,4.27,4.3,2.67,526,Ideal,G,VS2
0.58,61.2,56,5.41,5.39,3.3,1755,Ideal,H,VS2
0.51,62.7,56,5.14,5.1,3.21,1758,Ideal,E,VS1
0.5,60.8,56,5.14,5.16,3.13,1758,Very Good,D,VS2
0.51,61.5,56,5.11,5.16,3.16,1758,Ideal,E,VS1
0.58,63.1,56,5.26,5.33,3.34,1758,Good,E,VS2
0.58,61.9,56,5.38,5.34,3.32,1758,Ideal,G,VS2
0.5,63.7,56,5.09,5.05,3.23,1758,Good,D,VS2
0.5,63.4,56,5.1,5.05,3.22,1758,Very Good,D,VS2
0.7,62.3,56,5.68,5.62,3.52,1758,Ideal,E,SI1
0.51,60.9,56,5.16,5.22,3.16,1759,Ideal,E,VS1
0.57,61.9,56,5.33,5.37,3.31,1759,Ideal,F,SI1
0.5,62.2,56,5.02,5.11,3.15,1760,Ideal,G,VVS2
0.58,61.2,56,5.37,5.41,3.3,1760,Ideal,G,VS2
0.52,61.5,56,5.16,5.18,3.18,1760,Ideal,E,VS2
0.54,62.2,56,5.23,5.19,3.24,1760,Ideal,G,VS1
0.54,60.7,56,5.32,5.29,3.22,1760,Premium,E,VS2
0.58,60,56,5.45,5.48,3.28,1761,Ideal,G,VS2
0.56,62.6,56,5.28,5.3,3.31,1761,Ideal,F,VS2
0.51,62.2,56,5.1,5.13,3.18,1762,Very Good,G,VVS2
0.54,60.9,56,5.3,5.27,3.22,1763,Ideal,D,VS2
0.37,61.3,56,4.6,4.63,2.83,1764,Ideal,D,VVS1
0.54,62.4,56,5.23,5.19,3.25,1765,Ideal,E,VS2
0.51,60.2,56,5.22,5.24,3.15,1765,Ideal,F,VS1
0.51,62.2,56,5.12,5.14,3.19,1766,Ideal,H,VVS1
0.51,60.5,56,5.21,5.2,3.15,1767,Ideal,D,VS2
0.52,62.1,56,5.14,5.2,3.2,1767,Ideal,F,VS1
0.52,61.5,56,5.17,5.14,3.17,1767,Ideal,E,VS2
0.55,61,56,5.31,5.28,3.23,1768,Ideal,D,VS2
0.51,60.9,56,5.17,5.21,3.16,1768,Very Good,G,VVS2
0.56,61.6,56,5.26,5.32,3.26,1773,Ideal,E,VS1
0.71,61.7,56,5.73,5.71,3.53,1774,Premium,I,SI1
0.54,61.6,56,5.24,5.28,3.24,1774,Ideal,E,VS2
0.53,62.2,56,5.16,5.2,3.22,1775,Ideal,H,VVS1
0.53,60.2,56,5.22,5.28,3.16,1775,Good,D,VS1
0.58,60.9,56,5.42,5.39,3.29,1776,Ideal,F,SI2
0.53,63.2,56,5.14,5.18,3.26,1776,Good,E,VS1
0.53,63,56,5.13,5.16,3.24,1776,Very Good,E,VS1
0.46,62.2,56,4.94,4.97,3.08,1778,Very Good,D,VVS1
0.52,61.7,56,5.14,5.17,3.18,1778,Very Good,F,VS1
0.4,61.3,56,4.75,4.78,2.92,1778,Ideal,E,VVS1
0.56,60.8,56,5.33,5.3,3.23,1778,Ideal,F,VS2
0.5,61,56,5.13,5.14,3.13,1779,Ideal,G,VVS2
0.63,61.1,56,5.52,5.58,3.39,1779,Ideal,D,SI1
0.53,60.8,56,5.24,5.26,3.19,1781,Ideal,H,VVS1
0.53,61.3,56,5.21,5.23,3.2,1781,Ideal,H,VVS1
0.53,61.3,56,5.22,5.24,3.21,1781,Ideal,H,VVS1
0.51,61.9,56,5.14,5.1,3.17,1781,Ideal,G,VS1
0.51,62.7,56,5.1,5.08,3.19,1781,Ideal,G,VS1
0.51,62,56,5.16,5.06,3.17,1781,Ideal,G,VS1
0.51,60.5,56,5.24,5.18,3.15,1781,Premium,E,VS2
0.51,60.9,56,5.2,5.15,3.15,1781,Ideal,E,VS2
0.51,61.9,56,5.16,5.12,3.18,1781,Ideal,E,VS2
0.51,61.8,56,5.14,5.12,3.17,1781,Ideal,E,VS2
0.51,62,56,5.15,5.11,3.18,1781,Ideal,E,VS2
0.51,63.3,56,5.12,5.08,3.23,1781,Very Good,E,VS2
0.7,62.2,56,5.67,5.71,3.54,1782,Ideal,J,VS1
0.59,61.3,56,5.38,5.42,3.31,1782,Ideal,G,SI1
0.53,61.4,56,5.21,5.18,3.19,1783,Ideal,D,VS2
0.53,61,56,5.29,5.26,3.22,1783,Ideal,D,VS2
0.59,61.6,56,5.39,5.41,3.33,1784,Very Good,F,VS2
0.52,61.6,56,5.15,5.18,3.18,1784,Ideal,G,VVS2
0.55,61.5,56,5.25,5.28,3.24,1786,Very Good,E,VS2
0.53,60.9,56,5.27,5.28,3.21,1786,Ideal,E,VS2
0.54,60.1,56,5.31,5.28,3.18,1786,Ideal,F,VS2
0.54,62.3,56,5.2,5.17,3.23,1786,Ideal,F,VS2
0.54,60.7,56,5.3,5.27,3.21,1786,Ideal,D,SI1
0.54,62.1,56,5.25,5.21,3.25,1786,Ideal,D,SI1
0.54,62.1,56,5.25,5.22,3.25,1786,Premium,D,SI1
0.54,61.5,56,5.25,5.23,3.22,1786,Ideal,D,SI1
0.5,61.4,56,5.11,5.15,3.15,1787,Ideal,G,VVS2
0.51,61.9,56,5.11,5.14,3.17,1787,Ideal,D,VS2
0.3,61.3,56,4.28,4.33,2.64,526,Ideal,G,VS2
0.3,60.6,56,4.35,4.37,2.64,526,Very Good,E,SI1
0.3,62.9,56,4.25,4.3,2.69,526,Very Good,E,SI1
0.3,62.9,56,4.24,4.31,2.69,526,Very Good,E,SI1
0.3,61.3,56,4.28,4.3,2.63,526,Ideal,G,VS2
0.3,63.2,56,4.27,4.3,2.71,526,Good,E,SI1
0.51,62.1,56,5.11,5.16,3.19,1787,Ideal,D,VS2
0.51,61.6,56,5.15,5.17,3.18,1787,Ideal,D,VS2
0.51,60.9,56,5.16,5.19,3.15,1787,Ideal,D,VS2
0.56,62.7,56,5.25,5.3,3.31,1787,Ideal,F,VS1
0.59,61.5,56,5.38,5.42,3.32,1789,Ideal,E,VS2
0.59,61.4,56,5.39,5.36,3.3,1789,Ideal,E,SI1
0.7,62.7,56,5.67,5.71,3.57,1790,Ideal,J,VVS2
0.59,61.1,56,5.38,5.44,3.31,1790,Ideal,E,SI1
0.58,62.1,56,5.37,5.33,3.32,1790,Ideal,F,VS2
0.5,64.1,56,5.06,5.02,3.23,1791,Good,G,VVS2
0.55,61.4,56,5.32,5.26,3.25,1792,Ideal,E,VS2
0.52,62.5,56,5.16,5.11,3.21,1793,Ideal,E,VS1
0.59,60.7,56,5.45,5.49,3.32,1793,Ideal,E,SI1
0.51,63.5,56,5.1,5.07,3.23,1793,Very Good,D,VS2
0.51,63.5,56,5.1,5.04,3.22,1793,Very Good,D,VS2
0.6,62.1,56,5.4,5.45,3.37,1795,Ideal,G,VS2
0.61,61.2,56,5.5,5.48,3.36,1800,Ideal,E,SI1
0.57,60.9,56,5.34,5.36,3.26,1800,Ideal,H,VS1
0.53,61.8,56,5.22,5.2,3.22,1800,Ideal,H,VVS2
0.71,62.6,56,5.75,5.69,3.58,1800,Ideal,H,SI2
0.65,61.8,56,5.53,5.57,3.43,1801,Very Good,I,VVS1
0.7,63.5,56,5.63,5.59,3.56,1801,Very Good,I,SI2
0.53,61.5,56,5.23,5.18,3.2,1801,Ideal,E,VS2
0.53,61.8,56,5.21,5.17,3.21,1801,Ideal,E,VS2
0.52,60.3,56,5.27,5.24,3.17,1802,Ideal,D,VS2
0.52,61.2,56,5.19,5.23,3.19,1803,Ideal,G,VS1
0.58,62.1,56,5.34,5.32,3.31,1805,Ideal,I,VVS1
1,68.6,56,6.2,6.08,4.22,1805,Fair,I,I1
0.5,63.8,56,5.06,5.03,3.22,1806,Good,G,VVS2
0.7,63.6,56,5.63,5.56,3.56,1806,Good,F,SI2
0.53,60.9,56,5.25,5.21,3.18,1807,Ideal,G,VS2
0.62,63,56,5.43,5.36,3.4,1808,Ideal,H,VS1
0.58,60.6,56,5.41,5.44,3.29,1809,Ideal,F,VS2
0.58,60.6,56,5.43,5.47,3.3,1809,Ideal,E,VS2
0.53,62.2,56,5.17,5.18,3.22,1809,Ideal,D,VS2
0.54,61.7,56,5.22,5.25,3.23,1809,Ideal,G,VS1
0.56,61.1,56,5.35,5.33,3.26,1811,Ideal,F,SI1
0.53,61.8,56,5.2,5.22,3.22,1812,Ideal,F,VS1
0.51,60.1,56,5.22,5.24,3.14,1813,Ideal,G,VVS2
0.53,61.9,56,5.21,5.19,3.22,1813,Ideal,G,VS1
0.53,61.9,56,5.2,5.17,3.21,1813,Ideal,G,VS1
0.53,61.4,56,5.24,5.21,3.21,1813,Ideal,E,VS2
0.53,61.4,56,5.25,5.18,3.2,1813,Ideal,E,VS2
0.53,61.9,56,5.21,5.19,3.22,1813,Ideal,E,VS2
0.53,62.4,56,5.2,5.16,3.23,1813,Ideal,E,VS2
0.53,62.1,56,5.2,5.17,3.22,1813,Ideal,E,VS2
0.7,66.1,56,5.53,5.48,3.64,1814,Fair,I,VS2
0.56,61.2,56,5.34,5.31,3.26,1814,Ideal,D,SI1
0.56,62.3,56,5.33,5.26,3.3,1814,Ideal,D,SI1
0.56,62.5,56,5.26,5.24,3.28,1814,Ideal,D,SI1
0.54,60.9,56,5.31,5.27,3.22,1814,Ideal,F,VS1
0.52,62.4,56,5.15,5.11,3.2,1815,Ideal,G,VS1
0.52,61.7,56,5.21,5.17,3.2,1815,Premium,G,VS1
0.52,62.7,56,5.16,5.14,3.23,1815,Ideal,G,VS1
0.52,62.5,56,5.18,5.15,3.23,1815,Premium,E,VS2
0.52,61.2,56,5.23,5.16,3.18,1815,Ideal,E,VS2
0.52,61.9,56,5.16,5.12,3.18,1815,Ideal,E,VS2
0.52,62.2,56,5.15,5.11,3.19,1815,Ideal,E,VS2
0.3,62.5,56,4.24,4.27,2.66,526,Ideal,H,VS1
0.27,62.2,56,4.15,4.18,2.59,527,Ideal,H,VVS2
0.37,65.3,56,4.53,4.47,2.94,527,Fair,F,SI1
0.3,61.8,56,4.31,4.33,2.67,529,Ideal,I,VVS2
0.55,61,56,5.34,5.32,3.25,1815,Ideal,G,VS1
0.59,61.8,56,5.37,5.4,3.33,1816,Ideal,D,SI1
0.71,64,56,5.68,5.61,3.62,1816,Good,E,SI2
0.45,61.6,56,4.96,4.98,3.06,1817,Ideal,E,VVS2
0.53,60.4,56,5.29,5.24,3.18,1818,Ideal,G,VVS2
0.53,62.6,56,5.16,5.19,3.24,1818,Ideal,G,VVS2
0.56,60.9,56,5.32,5.35,3.25,1819,Ideal,E,VS2
0.56,61.8,56,5.28,5.31,3.27,1819,Very Good,E,VS2
0.56,61.9,56,5.27,5.32,3.28,1819,Ideal,E,VS2
0.56,60.6,56,5.33,5.36,3.24,1819,Ideal,G,VS1
0.54,62.5,56,5.18,5.22,3.25,1819,Ideal,F,VS1
0.57,61.6,56,5.38,5.34,3.3,1819,Ideal,E,VS2
0.57,60.8,56,5.4,5.35,3.27,1819,Ideal,E,VS2
0.55,61.7,56,5.29,5.25,3.25,1819,Premium,F,VS2
0.55,61.7,56,5.3,5.26,3.26,1819,Ideal,F,VS2
0.55,61.1,56,5.31,5.27,3.23,1819,Ideal,F,VS2
0.55,60.6,56,5.32,5.27,3.21,1819,Ideal,D,SI1
0.67,62.9,56,5.65,5.6,3.54,1819,Premium,D,SI2
0.6,61.6,56,5.4,5.42,3.33,1820,Ideal,H,VS1
0.59,61.2,56,5.43,5.38,3.31,1821,Ideal,D,SI1
0.59,63.7,56,5.35,5.32,3.4,1821,Good,D,SI1
0.52,62.6,56,5.11,5.14,3.21,1822,Very Good,E,VS1
0.52,61.7,56,5.16,5.18,3.19,1822,Ideal,D,VS2
0.52,62.6,56,5.11,5.14,3.21,1822,Ideal,D,VS2
0.52,61.3,56,5.15,5.2,3.17,1822,Ideal,D,VS2
0.52,61.5,56,5.15,5.19,3.18,1822,Ideal,D,VS2
0.52,62.2,56,5.13,5.16,3.2,1822,Ideal,D,VS2
0.52,62.3,56,5.11,5.16,3.2,1822,Ideal,D,VS2
0.52,60.6,56,5.22,5.25,3.17,1822,Very Good,D,VS2
0.52,61.8,56,5.15,5.17,3.19,1822,Ideal,D,VS2
0.56,62,56,5.28,5.3,3.28,1822,Ideal,G,VS1
0.4,61.3,56,4.78,4.75,2.92,1824,Ideal,E,VVS1
0.53,61.1,56,5.28,5.24,3.21,1825,Ideal,D,VS2
0.57,59.5,56,5.45,5.47,3.25,1826,Very Good,E,VS2
0.71,64.4,56,5.64,5.6,3.62,1826,Fair,J,VS2
0.51,62.2,56,5.09,5.13,3.18,1827,Ideal,G,VVS2
